hedef,ufuk,sera,esik_turu,kural,esik,yon,risk,aksiyon,kisit,guven,guven_gerekce,aralik_genislik,kaynak
HumDef,3h,IUACAAS,ZARF,HumDef < 0.700,0.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,veri (sera p5-p95)
HumDef,3h,Reference,ZARF,HumDef > 11.000,11.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,veri (sera p5-p95)
HumDef,3h,Reference,ZARF,HumDef < 1.100,1.1,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,veri (sera p5-p95)
HumDef,3h,TheAutomators,ZARF,HumDef > 11.000,11.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,veri (sera p5-p95)
HumDef,3h,TheAutomators,ZARF,HumDef < 1.000,1.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,veri (sera p5-p95)
HumDef,3h,TUMU,HASAR,HumDef < 1.0,1.0,dusuk,"Nem acigi cok dusuk: terleme durur, besin tasinimi aksar",Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,literatur (TASLAK — teyit edilecek)
HumDef,3h,TUMU,HASAR,HumDef > 15.0,15.0,yuksek,"Cok yuksek nem acigi: stoma kapanir, fotosentez durur",Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.749 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.01,literatur (TASLAK — teyit edilecek)
HumDef,6h,AICU,ZARF,HumDef > 7.800,7.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,AICU,ZARF,HumDef < 0.900,0.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Automatoes,ZARF,HumDef > 8.300,8.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Automatoes,ZARF,HumDef < 1.200,1.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Digilog,ZARF,HumDef > 8.500,8.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Digilog,ZARF,HumDef < 1.400,1.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,IUACAAS,ZARF,HumDef > 8.300,8.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,IUACAAS,ZARF,HumDef < 0.700,0.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Reference,ZARF,HumDef > 11.000,11.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,Reference,ZARF,HumDef < 1.100,1.1,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,TheAutomators,ZARF,HumDef > 11.000,11.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,TheAutomators,ZARF,HumDef < 1.000,1.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,veri (sera p5-p95)
HumDef,6h,TUMU,HASAR,HumDef < 1.0,1.0,dusuk,"Nem acigi cok dusuk: terleme durur, besin tasinimi aksar",Havalandirma veya isitma ile nem acigini yukselt,Ikisi de enerji maliyeti yaratir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,literatur (TASLAK — teyit edilecek)
HumDef,6h,TUMU,HASAR,HumDef > 15.0,15.0,yuksek,"Cok yuksek nem acigi: stoma kapanir, fotosentez durur",Nemlendirme veya havalandirmayi azalt,Yuksek nem mantar riskini artirir,KALITATIF,"backtest_kaniti: sureli-pencere precision=0.735 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",11.789,literatur (TASLAK — teyit edilecek)
Tot_PAR,3h,AICU,ZARF,Tot_PAR > 670.000,670.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,AICU,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Automatoes,ZARF,Tot_PAR > 655.000,655.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Automatoes,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Digilog,ZARF,Tot_PAR > 720.000,720.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Digilog,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,IUACAAS,ZARF,Tot_PAR > 772.000,772.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,IUACAAS,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Reference,ZARF,Tot_PAR > 682.000,682.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,Reference,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,TheAutomators,ZARF,Tot_PAR > 719.000,719.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,3h,TheAutomators,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %369 — degerlendirilmez,726.95,veri (sera p5-p95)
Tot_PAR,6h,AICU,ZARF,Tot_PAR > 670.000,670.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,AICU,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Automatoes,ZARF,Tot_PAR > 655.000,655.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Automatoes,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Digilog,ZARF,Tot_PAR > 720.000,720.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Digilog,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,IUACAAS,ZARF,Tot_PAR > 772.000,772.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,IUACAAS,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Reference,ZARF,Tot_PAR > 682.000,682.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,Reference,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,TheAutomators,ZARF,Tot_PAR > 719.000,719.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
Tot_PAR,6h,TheAutomators,ZARF,Tot_PAR < 0.000,0.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,— aksiyon tanimlanmadi,—,KAPSAM_DISI,aralik/deger orani %427 — degerlendirilmez,841.667,veri (sera p5-p95)
EC_slab1,3h,AICU,ZARF,EC_slab1 > 5.400,5.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,AICU,ZARF,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Automatoes,ZARF,EC_slab1 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Automatoes,ZARF,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Digilog,ZARF,EC_slab1 > 7.600,7.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Digilog,ZARF,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,IUACAAS,ZARF,EC_slab1 > 5.800,5.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,IUACAAS,ZARF,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Reference,ZARF,EC_slab1 > 6.500,6.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Reference,ZARF,EC_slab1 < 4.800,4.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,TheAutomators,ZARF,EC_slab1 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,TheAutomators,ZARF,EC_slab1 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,TUMU,HASAR,EC_slab1 > 8.0,8.0,yuksek,"Kok bolgesinde ozmotik stres, su alimi engellenir",Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,literatur (TASLAK — teyit edilecek)
EC_slab1,6h,AICU,ZARF,EC_slab1 > 5.400,5.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,AICU,ZARF,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Automatoes,ZARF,EC_slab1 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Automatoes,ZARF,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Digilog,ZARF,EC_slab1 > 7.600,7.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Digilog,ZARF,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,IUACAAS,ZARF,EC_slab1 > 5.800,5.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,IUACAAS,ZARF,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Reference,ZARF,EC_slab1 > 6.500,6.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Reference,ZARF,EC_slab1 < 4.800,4.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,TheAutomators,ZARF,EC_slab1 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,TheAutomators,ZARF,EC_slab1 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,TUMU,HASAR,EC_slab1 > 8.0,8.0,yuksek,"Kok bolgesinde ozmotik stres, su alimi engellenir",Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,literatur (TASLAK — teyit edilecek)
EC_slab2,3h,AICU,ZARF,EC_slab2 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,AICU,ZARF,EC_slab2 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Automatoes,ZARF,EC_slab2 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Automatoes,ZARF,EC_slab2 < 3.900,3.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Digilog,ZARF,EC_slab2 > 7.900,7.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Digilog,ZARF,EC_slab2 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,IUACAAS,ZARF,EC_slab2 > 5.900,5.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,IUACAAS,ZARF,EC_slab2 < 4.700,4.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Reference,ZARF,EC_slab2 > 6.600,6.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,Reference,ZARF,EC_slab2 < 4.700,4.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,TheAutomators,ZARF,EC_slab2 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,TheAutomators,ZARF,EC_slab2 < 4.200,4.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,veri (sera p5-p95)
EC_slab2,3h,TUMU,HASAR,EC_slab2 > 8.0,8.0,yuksek,"Kok bolgesinde ozmotik stres, su alimi engellenir",Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.94, aralik/deger %9",0.452,literatur (TASLAK — teyit edilecek)
EC_slab2,6h,AICU,ZARF,EC_slab2 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,AICU,ZARF,EC_slab2 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,Automatoes,ZARF,EC_slab2 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
