hedef,ufuk,sera,esik_turu,mevsim,kural,esik,yon,risk,aksiyon,kisit,guven,guven_gerekce,aralik_genislik,kaynak
CO2air,6h,Reference,ZARF,ilkbahar,CO2air > 945.000,945.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,Reference,ZARF,kis,CO2air < 493.000,493.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,"Once havalandirma konumuna bak: pencereler genis acikken dozlanan CO2 disari kacar, dozaj artirma. Dozaji yalnizca pencereler kapaliyken VE isik varken artir.","OLCULDU (Automatoes + TheAutomators, tam sezon 47.809'ar adim): CO2air dusuk olaylarinin %86.3-91.8'i havalandirma acikken gerceklesti; pencere aciklik toplami >%100 iken CO2air medyani dis ortam seviyesine iniyor (427 / 515 ppm). 'Pencere kapali VE isik var' kosulu Automatoes'ta 53, TheAutomators'ta 0 adimda gorüldü. Olayin isik rejimi seradan seraya degisiyor (Automatoes ort Iglob 659, TheAutomators 8) — tek seradan genellenmemeli. Iliski gozlemsel, nedensel iddia yok.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,Reference,ZARF,kis,CO2air > 681.000,681.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,Reference,ZARF,tumu,CO2air < 468.000,468.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,"Once havalandirma konumuna bak: pencereler genis acikken dozlanan CO2 disari kacar, dozaj artirma. Dozaji yalnizca pencereler kapaliyken VE isik varken artir.","OLCULDU (Automatoes + TheAutomators, tam sezon 47.809'ar adim): CO2air dusuk olaylarinin %86.3-91.8'i havalandirma acikken gerceklesti; pencere aciklik toplami >%100 iken CO2air medyani dis ortam seviyesine iniyor (427 / 515 ppm). 'Pencere kapali VE isik var' kosulu Automatoes'ta 53, TheAutomators'ta 0 adimda gorüldü. Olayin isik rejimi seradan seraya degisiyor (Automatoes ort Iglob 659, TheAutomators 8) — tek seradan genellenmemeli. Iliski gozlemsel, nedensel iddia yok.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,veri (sera p5-p95)
CO2air,6h,Reference,ZARF,tumu,CO2air > 916.000,916.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,veri (sera p5-p95)
CO2air,6h,TheAutomators,ZARF,ilkbahar,CO2air < 471.000,471.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,"Once havalandirma konumuna bak: pencereler genis acikken dozlanan CO2 disari kacar, dozaj artirma. Dozaji yalnizca pencereler kapaliyken VE isik varken artir.","OLCULDU (Automatoes + TheAutomators, tam sezon 47.809'ar adim): CO2air dusuk olaylarinin %86.3-91.8'i havalandirma acikken gerceklesti; pencere aciklik toplami >%100 iken CO2air medyani dis ortam seviyesine iniyor (427 / 515 ppm). 'Pencere kapali VE isik var' kosulu Automatoes'ta 53, TheAutomators'ta 0 adimda gorüldü. Olayin isik rejimi seradan seraya degisiyor (Automatoes ort Iglob 659, TheAutomators 8) — tek seradan genellenmemeli. Iliski gozlemsel, nedensel iddia yok.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,TheAutomators,ZARF,ilkbahar,CO2air > 1027.000,1027.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,TheAutomators,ZARF,kis,CO2air < 455.000,455.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,"Once havalandirma konumuna bak: pencereler genis acikken dozlanan CO2 disari kacar, dozaj artirma. Dozaji yalnizca pencereler kapaliyken VE isik varken artir.","OLCULDU (Automatoes + TheAutomators, tam sezon 47.809'ar adim): CO2air dusuk olaylarinin %86.3-91.8'i havalandirma acikken gerceklesti; pencere aciklik toplami >%100 iken CO2air medyani dis ortam seviyesine iniyor (427 / 515 ppm). 'Pencere kapali VE isik var' kosulu Automatoes'ta 53, TheAutomators'ta 0 adimda gorüldü. Olayin isik rejimi seradan seraya degisiyor (Automatoes ort Iglob 659, TheAutomators 8) — tek seradan genellenmemeli. Iliski gozlemsel, nedensel iddia yok.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,TheAutomators,ZARF,kis,CO2air > 965.000,965.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,"veri (sera p5-p95, mevsim ici)"
CO2air,6h,TheAutomators,ZARF,tumu,CO2air < 465.000,465.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,"Once havalandirma konumuna bak: pencereler genis acikken dozlanan CO2 disari kacar, dozaj artirma. Dozaji yalnizca pencereler kapaliyken VE isik varken artir.","OLCULDU (Automatoes + TheAutomators, tam sezon 47.809'ar adim): CO2air dusuk olaylarinin %86.3-91.8'i havalandirma acikken gerceklesti; pencere aciklik toplami >%100 iken CO2air medyani dis ortam seviyesine iniyor (427 / 515 ppm). 'Pencere kapali VE isik var' kosulu Automatoes'ta 53, TheAutomators'ta 0 adimda gorüldü. Olayin isik rejimi seradan seraya degisiyor (Automatoes ort Iglob 659, TheAutomators 8) — tek seradan genellenmemeli. Iliski gozlemsel, nedensel iddia yok.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,veri (sera p5-p95)
CO2air,6h,TheAutomators,ZARF,tumu,CO2air > 998.000,998.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Dozaj hizini gozden gecir: dusuk isikta biriken CO2 bitki tarafindan kullanilamaz, maliyeti kalir.","OLCULDU (Automatoes, 275 adim): CO2air yuksek anlarinda ortalama co2_dos genel ortalamanin %50 ustunde (0.00342 vs 0.00228), pencereler kapali (ort aciklik %0.4), isik dusuk (ort Iglob 54). TheAutomators'ta bu durum hic gorulmedi (0 adim). Ekonomik CO2 esigi kurali (co2_esik_egilimi) ile ayni yonde — celiskili degil.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.774 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",789.733,veri (sera p5-p95)
EC_slab1,3h,AICU,ZARF,ilkbahar,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,AICU,ZARF,ilkbahar,EC_slab1 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,AICU,ZARF,kis,EC_slab1 < 3.600,3.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,AICU,ZARF,kis,EC_slab1 > 5.000,5.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,AICU,ZARF,tumu,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,AICU,ZARF,tumu,EC_slab1 > 5.400,5.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Automatoes,ZARF,ilkbahar,EC_slab1 < 4.400,4.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Automatoes,ZARF,ilkbahar,EC_slab1 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Automatoes,ZARF,kis,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Automatoes,ZARF,kis,EC_slab1 > 5.000,5.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Automatoes,ZARF,tumu,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Automatoes,ZARF,tumu,EC_slab1 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Digilog,ZARF,ilkbahar,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Digilog,ZARF,ilkbahar,EC_slab1 > 7.700,7.7,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Digilog,ZARF,kis,EC_slab1 < 4.200,4.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Digilog,ZARF,kis,EC_slab1 > 6.400,6.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Digilog,ZARF,tumu,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Digilog,ZARF,tumu,EC_slab1 > 7.600,7.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,IUACAAS,ZARF,ilkbahar,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,IUACAAS,ZARF,ilkbahar,EC_slab1 > 5.900,5.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,IUACAAS,ZARF,kis,EC_slab1 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,IUACAAS,ZARF,kis,EC_slab1 > 5.300,5.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,IUACAAS,ZARF,tumu,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,IUACAAS,ZARF,tumu,EC_slab1 > 5.800,5.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Reference,ZARF,ilkbahar,EC_slab1 < 4.900,4.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Reference,ZARF,ilkbahar,EC_slab1 > 7.000,7.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Reference,ZARF,kis,EC_slab1 < 4.800,4.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Reference,ZARF,kis,EC_slab1 > 6.100,6.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,Reference,ZARF,tumu,EC_slab1 < 4.800,4.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,Reference,ZARF,tumu,EC_slab1 > 6.500,6.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,TUMU,HASAR,tumu,EC_slab1 > 8.0,8.0,yuksek,"Kok bolgesinde ozmotik stres, su alimi engellenir",Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,literatur (TASLAK — teyit edilecek)
EC_slab1,3h,TheAutomators,ZARF,ilkbahar,EC_slab1 < 4.700,4.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,TheAutomators,ZARF,ilkbahar,EC_slab1 > 6.100,6.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,TheAutomators,ZARF,kis,EC_slab1 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,TheAutomators,ZARF,kis,EC_slab1 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,"veri (sera p5-p95, mevsim ici)"
EC_slab1,3h,TheAutomators,ZARF,tumu,EC_slab1 < 4.600,4.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,3h,TheAutomators,ZARF,tumu,EC_slab1 > 6.000,6.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.95, aralik/deger %8",0.39,veri (sera p5-p95)
EC_slab1,6h,AICU,ZARF,ilkbahar,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,AICU,ZARF,ilkbahar,EC_slab1 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,AICU,ZARF,kis,EC_slab1 < 3.600,3.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,AICU,ZARF,kis,EC_slab1 > 5.000,5.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,AICU,ZARF,tumu,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,AICU,ZARF,tumu,EC_slab1 > 5.400,5.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Automatoes,ZARF,ilkbahar,EC_slab1 < 4.400,4.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Automatoes,ZARF,ilkbahar,EC_slab1 > 5.600,5.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Automatoes,ZARF,kis,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Automatoes,ZARF,kis,EC_slab1 > 5.000,5.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Automatoes,ZARF,tumu,EC_slab1 < 3.700,3.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Automatoes,ZARF,tumu,EC_slab1 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Digilog,ZARF,ilkbahar,EC_slab1 < 4.500,4.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Digilog,ZARF,ilkbahar,EC_slab1 > 7.700,7.7,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Digilog,ZARF,kis,EC_slab1 < 4.200,4.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Digilog,ZARF,kis,EC_slab1 > 6.400,6.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,"veri (sera p5-p95, mevsim ici)"
EC_slab1,6h,Digilog,ZARF,tumu,EC_slab1 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
EC_slab1,6h,Digilog,ZARF,tumu,EC_slab1 > 7.600,7.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.98, aralik/deger %12",0.609,veri (sera p5-p95)
